age,workClass,fnlwgt,education,educNum,mariStat,occup,relationship,origEthn,sex,capitalGain,capitalLoss,hoursWeek,nativCountry,income,LcapitalGain,LcapitalLoss,ageQ,hoursWeekQ
39,Other-Govt,357962,Associates,12,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,48,United-States,incLow,0,0,Ag3,HW3
43,Private,200355,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,70,United-States,incHigh,0,0,Ag4,HW3
51,Other-Govt,184542,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
43,Other-Govt,206927,HS-grad,9,Married,Professional,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
44,Private,54310,Masters,14,Married,Professional,Husband,White,Male,cgLow,None,40,United-States,incHigh,8.89549263145163,0,Ag4,HW2
35,Private,208165,HS-grad,9,Not-Married,White-Collar,Unmarried,White,Female,None,None,50,United-States,incLow,0,0,Ag3,HW3
40,Private,146908,HS-grad,9,Married,Professional,Husband,White,Male,None,clHigh,40,United-States,incHigh,0,7.55118686729615,Ag3,HW2
39,Private,318416,Dropout,6,Not-Married,Service,Own-child,Black,Female,None,None,12,United-States,incLow,0,0,Ag3,HW1
23,Private,69911,Dropout,1,Never-Married,Service,Own-child,White,Female,None,None,15,United-States,incLow,0,0,Ag1,HW1
26,Private,305304,Dropout,7,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
25,Other-Govt,295289,HS-grad,9,Never-Married,Professional,Own-child,Black,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
29,Private,275110,HS-Graduate,10,Not-Married,Blue-Collar,Not-in-family,Black,Male,None,None,42,United-States,incLow,0,0,Ag2,HW3
30,Private,339773,HS-grad,9,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,45,United-States,incLow,0,0,Ag2,HW3
57,Other-Govt,399246,Bachelors,13,Married,Admin,Husband,Asian,Male,None,clLow,40,China,incLow,0,7.3038432252777,Ag5,HW2
37,Self-Employed,51264,Associates,11,Married,Sales,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
39,Private,49020,Bachelors,13,Married,Sales,Husband,White,Male,cgLow,None,48,United-States,incHigh,8.04044688130311,0,Ag3,HW3
37,Private,178100,Masters,14,Never-Married,White-Collar,Not-in-family,White,Female,None,None,40,United-States,incHigh,0,0,Ag3,HW2
21,Private,176178,HS-Graduate,10,Never-Married,Sales,Own-child,White,Female,None,None,16,United-States,incLow,0,0,Ag1,HW1
25,Other-Govt,180884,HS-Graduate,10,Married,Admin,Wife,Black,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
61,Other-Govt,130466,HS-grad,9,Widowed,Admin,Unmarried,Amer-Indian,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
59,Private,328525,HS-grad,9,Married,Admin,Husband,White,Male,cgLow,None,15,United-States,incLow,7.78945456608667,0,Ag5,HW1
28,Private,142712,HS-grad,9,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
24,Private,176321,HS-Graduate,10,Never-Married,Admin,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
47,Private,145041,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,Other,incHigh,0,0,Ag4,HW2
29,Private,95423,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,80,United-States,incLow,0,0,Ag2,HW3
49,Self-Employed,215096,Dropout,5,Not-Married,Service,Not-in-family,White,Female,None,None,20,United-States,incLow,0,0,Ag4,HW1
41,Other-Govt,177599,Bachelors,13,Not-Married,Professional,Unmarried,White,Female,None,None,35,United-States,incLow,0,0,Ag3,HW1
33,Private,123920,HS-Graduate,10,Never-Married,White-Collar,Not-in-family,Black,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
40,Private,46990,Doctorate,16,Married,Professional,Wife,White,Female,None,clHigh,20,United-States,incHigh,0,7.58984151218266,Ag3,HW1
32,Private,388672,HS-Graduate,10,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,16,United-States,incLow,0,0,Ag2,HW1
48,Private,149210,Bachelors,13,Not-Married,Sales,Not-in-family,Black,Male,None,None,40,United-States,incHigh,0,0,Ag4,HW2
24,Private,134787,HS-Graduate,10,Never-Married,Sales,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
50,Private,185407,Associates,11,Married,Other-occups,Husband,White,Male,None,None,38,United-States,incHigh,0,0,Ag4,HW1
31,Other-Govt,86143,HS-grad,9,Never-Married,Other-occups,Other-relative,Asian,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
23,Private,41721,Associates,11,Married,Blue-Collar,Husband,White,Male,None,None,55,United-States,incHigh,0,0,Ag1,HW3
35,Private,195744,HS-grad,9,Married,Service,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
50,Other-Govt,96062,HS-grad,9,Married,Other-occups,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
39,Private,215150,Dropout,5,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,50,United-States,incLow,0,0,Ag3,HW3
52,Private,270728,Dropout,4,Married,Service,Husband,White,Male,None,None,48,Other,incLow,0,0,Ag5,HW3
44,Private,75012,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,80,United-States,incLow,0,0,Ag4,HW3
43,Private,206139,Bachelors,13,Married,Professional,Husband,White,Male,None,None,50,United-States,incHigh,0,0,Ag4,HW3
39,Private,50700,HS-grad,9,Married,Professional,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
33,Private,224258,Dropout,4,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,Latin-America,incHigh,0,0,Ag2,HW2
31,Private,240441,Masters,14,Never-Married,White-Collar,Not-in-family,White,Male,None,clLow,40,United-States,incHigh,0,7.35564110297425,Ag2,HW2
40,Self-Employed,406811,HS-Graduate,10,Married,Professional,Wife,White,Female,None,None,40,United-States,incHigh,0,0,Ag3,HW2
28,Other-Govt,34452,Prof-School,15,Married,Professional,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
19,Private,361341,Dropout,8,Never-Married,Professional,Not-in-family,Asian,Female,None,None,25,SE-Asia,incLow,0,0,Ag1,HW1
35,Private,78247,Associates,11,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag3,HW3
44,Private,106900,Bachelors,13,Married,Professional,Husband,White,Male,None,None,60,United-States,incLow,0,0,Ag4,HW3
40,Self-Employed,165108,Bachelors,13,Married,Admin,Husband,White,Male,None,None,40,British-Commonwealth,incLow,0,0,Ag3,HW2
20,Private,406641,HS-Graduate,10,Never-Married,Admin,Own-child,White,Female,None,None,35,United-States,incLow,0,0,Ag1,HW1
55,Private,171467,HS-grad,9,Not-Married,Blue-Collar,Unmarried,Black,Male,None,None,48,United-States,incHigh,0,0,Ag5,HW3
30,Private,341187,Dropout,4,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,35,United-States,incLow,0,0,Ag2,HW1
38,Private,119177,HS-grad,9,Married,Sales,Husband,White,Male,None,None,55,United-States,incHigh,0,0,Ag3,HW3
75,Private,104896,HS-grad,9,Married,Sales,Husband,White,Male,cgLow,None,20,United-States,incLow,7.88382321489215,0,Ag5,HW1
20,Private,47541,HS-Graduate,10,Never-Married,Sales,Own-child,White,Male,None,None,30,United-States,incLow,0,0,Ag1,HW1
25,Private,233461,Associates,12,Never-Married,Other-occups,Not-in-family,White,Male,None,None,30,United-States,incLow,0,0,Ag1,HW1
27,Private,303954,Bachelors,13,Married,Sales,Husband,White,Male,None,None,45,United-States,incLow,0,0,Ag2,HW3
19,Private,163015,HS-Graduate,10,Never-Married,Sales,Own-child,White,Female,None,None,20,United-States,incLow,0,0,Ag1,HW1
21,Private,75763,HS-Graduate,10,Married,Sales,Wife,Amer-Indian,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
19,Private,43003,HS-Graduate,10,Never-Married,Service,Own-child,White,Male,None,None,20,United-States,incLow,0,0,Ag1,HW1
42,Private,328239,HS-Graduate,10,Never-Married,Service,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
28,Private,130856,Dropout,6,Married,Blue-Collar,Husband,White,Male,None,None,36,United-States,incLow,0,0,Ag2,HW1
47,Self-Employed,190072,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,40,Other,incHigh,0,0,Ag4,HW2
59,Private,170148,HS-Graduate,10,Not-Married,Service,Unmarried,White,Female,None,None,32,United-States,incLow,0,0,Ag5,HW1
50,Private,104501,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag4,HW2
48,Self-Employed,213140,HS-grad,9,Married,White-Collar,Husband,White,Male,None,None,80,United-States,incLow,0,0,Ag4,HW3
33,Other-Govt,175509,HS-grad,9,Married,Other-occups,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
27,Private,173611,Associates,12,Never-Married,Sales,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
45,Private,148995,Doctorate,16,Never-Married,Professional,Not-in-family,White,Male,cgHigh,None,30,United-States,incHigh,11.5129254649702,0,Ag4,HW1
24,Private,64520,Dropout,4,Never-Married,Sales,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
31,Private,139822,HS-grad,9,Married,Admin,Wife,White,Female,None,None,40,United-States,incHigh,0,0,Ag2,HW2
24,Private,258700,Dropout,3,Never-Married,Blue-Collar,Other-relative,Black,Male,None,None,40,Latin-America,incLow,0,0,Ag1,HW2
29,Private,34796,HS-grad,9,Never-Married,White-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
24,Private,124963,HS-grad,9,Never-Married,Blue-Collar,Own-child,White,Male,None,None,30,United-States,incLow,0,0,Ag1,HW1
24,Private,65743,Bachelors,13,Never-Married,Admin,Not-in-family,White,Female,None,None,30,United-States,incLow,0,0,Ag1,HW1
28,Private,161087,HS-Graduate,10,Never-Married,White-Collar,Not-in-family,Black,Female,None,None,45,Latin-America,incLow,0,0,Ag2,HW3
36,Federal-Govt,203836,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag3,HW3
58,Other-Govt,110199,Dropout,4,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
51,Private,316059,HS-Graduate,10,Not-Married,White-Collar,Not-in-family,White,Female,None,None,36,United-States,incLow,0,0,Ag5,HW1
42,Private,255667,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,incHigh,0,0,Ag4,HW3
39,Private,193689,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
26,Private,60722,Bachelors,13,Never-Married,Professional,Own-child,Asian,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
39,Private,187847,HS-Graduate,10,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
28,Private,233275,Bachelors,13,Never-Married,Professional,Not-in-family,White,Male,None,None,45,United-States,incLow,0,0,Ag2,HW3
51,Private,215404,Bachelors,13,Married,Professional,Husband,Amer-Indian,Male,cgHigh,None,40,United-States,incHigh,9.61747075940341,0,Ag5,HW2
45,Private,201865,Bachelors,13,Not-Married,White-Collar,Unmarried,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
45,Private,118889,Associates,11,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
23,Other-Govt,368739,Bachelors,13,Never-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
38,Private,123833,HS-Graduate,10,Never-Married,Service,Not-in-family,White,Male,None,clLow,40,United-States,incLow,0,7.25063551189868,Ag3,HW2
38,Private,171344,Dropout,7,Not-Married,Blue-Collar,Own-child,White,Male,None,None,36,Latin-America,incLow,0,0,Ag3,HW1
39,Private,153976,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
52,Private,374883,Associates,11,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,50,United-States,incLow,0,0,Ag5,HW3
31,Private,348504,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag2,HW3
22,Private,258509,HS-grad,9,Never-Married,Blue-Collar,Own-child,Black,Male,None,None,24,United-States,incLow,0,0,Ag1,HW1
47,Other-Govt,108890,HS-grad,9,Not-Married,Admin,Unmarried,White,Female,cgLow,None,38,United-States,incLow,7.51316354523408,0,Ag4,HW1
28,Private,188236,HS-Graduate,10,Never-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
41,Private,425049,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,incHigh,0,0,Ag3,HW3
29,Private,142555,Masters,14,Never-Married,Professional,Not-in-family,Black,Male,None,None,42,United-States,incLow,0,0,Ag2,HW3
42,Self-Employed,29320,Prof-School,15,Not-Married,Professional,Unmarried,White,Male,None,None,60,United-States,incHigh,0,0,Ag4,HW3
52,Federal-Govt,207841,HS-Graduate,10,Married,Admin,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
35,Private,187329,Bachelors,13,Never-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
28,Private,270973,Associates,12,Never-Married,Admin,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
46,Private,197332,Masters,14,Married,Professional,Husband,White,Male,cgHigh,None,46,United-States,incHigh,8.94754601503218,0,Ag4,HW3
45,Other-Govt,160187,HS-grad,9,Not-Married,Admin,Unmarried,Black,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
21,Private,197918,HS-grad,9,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
74,Private,192290,Dropout,6,Married,Admin,Husband,White,Male,None,None,20,United-States,incLow,0,0,Ag5,HW1
29,Private,241895,HS-grad,9,Married,Blue-Collar,Other-relative,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
39,Other-Govt,164515,HS-grad,9,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
44,Private,147206,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,cgHigh,None,45,United-States,incHigh,8.94754601503218,0,Ag4,HW3
23,Self-Employed,306868,Bachelors,13,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
32,Other-Govt,169837,Associates,12,Not-Married,White-Collar,Not-in-family,Black,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
43,Private,185057,HS-grad,9,Not-Married,White-Collar,Not-in-family,White,Female,None,None,30,United-States,incHigh,0,0,Ag4,HW1
23,Private,240049,Dropout,1,Never-Married,Service,Not-in-family,Asian,Female,None,None,40,SE-Asia,incLow,0,0,Ag1,HW2
18,Private,164441,HS-Graduate,10,Never-Married,Admin,Own-child,White,Female,None,None,38,United-States,incLow,0,0,Ag1,HW1
38,Private,179314,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
33,Private,319854,Bachelors,13,Not-Married,Professional,Not-in-family,White,Male,cgLow,None,35,United-States,incLow,8.4448375292241,0,Ag2,HW1
19,Self-Employed,148955,HS-Graduate,10,Never-Married,Service,Own-child,Asian,Female,None,None,35,Euro_2,incLow,0,0,Ag1,HW1
23,Private,32950,HS-Graduate,10,Never-Married,Blue-Collar,Not-in-family,White,Male,cgLow,None,40,United-States,incLow,8.31922993863233,0,Ag1,HW2
37,Private,206699,HS-grad,9,Not-Married,Other-occups,Own-child,White,Male,None,None,45,United-States,incLow,0,0,Ag3,HW3
25,Private,385646,HS-grad,9,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
45,Private,168598,Dropout,8,Married,Admin,Wife,Black,Female,cgLow,None,40,United-States,incHigh,8.04044688130311,0,Ag4,HW2
32,Private,97306,Bachelors,13,Never-Married,Admin,Not-in-family,White,Female,None,None,48,United-States,incLow,0,0,Ag2,HW3
18,Self-Employed,29582,Dropout,7,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
25,Private,220284,HS-grad,9,Never-Married,Blue-Collar,Unmarried,White,Male,None,None,40,Latin-America,incLow,0,0,Ag1,HW2
53,Private,240914,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
33,Private,115496,Doctorate,16,Married,Professional,Husband,White,Male,None,None,60,United-States,incHigh,0,0,Ag2,HW3
27,Private,105817,Bachelors,13,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,45,United-States,incLow,0,0,Ag2,HW3
24,Other-Govt,330836,HS-grad,9,Married,Other-occups,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
54,Self-Employed,36327,Dropout,4,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag5,HW3
23,Private,33423,HS-Graduate,10,Never-Married,Sales,Not-in-family,White,Female,None,None,30,United-States,incLow,0,0,Ag1,HW1
45,Private,75673,Associates,11,Widowed,Admin,Not-in-family,Asian,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
36,Private,185744,HS-Graduate,10,Married,White-Collar,Wife,White,Female,None,None,35,United-States,incHigh,0,0,Ag3,HW1
36,Private,186035,Dropout,7,Married,Blue-Collar,Husband,White,Male,cgLow,None,40,United-States,incHigh,8.55236726642389,0,Ag3,HW2
44,Other-Govt,196456,Masters,14,Never-Married,Professional,Not-in-family,White,Female,None,clLow,40,United-States,incLow,0,7.4205789054108,Ag4,HW2
24,Private,111450,HS-grad,9,Never-Married,Blue-Collar,Unmarried,Black,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
39,Private,115289,HS-Graduate,10,Not-Married,Sales,Own-child,White,Male,None,clLow,70,United-States,incLow,0,7.23056315340929,Ag3,HW3
50,Private,74879,HS-grad,9,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
38,Private,117312,HS-grad,9,Married,White-Collar,Wife,White,Female,cgHigh,None,40,United-States,incHigh,9.61747075940341,0,Ag3,HW2
58,Private,272902,Bachelors,13,Widowed,White-Collar,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
44,Self-Employed,220230,HS-grad,9,Married,Service,Husband,Black,Male,None,None,48,United-States,incLow,0,0,Ag4,HW3
24,Private,90934,Bachelors,13,Never-Married,Sales,Own-child,Asian,Male,None,None,55,United-States,incLow,0,0,Ag1,HW3
52,Self-Employed,234286,HS-grad,9,Married,White-Collar,Husband,White,Male,cgHigh,None,40,United-States,incHigh,9.61747075940341,0,Ag5,HW2
46,Private,364548,Bachelors,13,Not-Married,Sales,Not-in-family,White,Male,cgHigh,None,40,United-States,incHigh,9.06126014896203,0,Ag4,HW2
50,Self-Employed,283676,Doctorate,16,Married,Professional,Husband,White,Male,cgHigh,None,60,United-States,incHigh,9.61747075940341,0,Ag4,HW3
34,Private,195602,Associates,12,Married,Blue-Collar,Husband,White,Male,None,None,44,United-States,incLow,0,0,Ag3,HW3
40,Private,70761,Associates,12,Never-Married,Other-occups,Not-in-family,Black,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
53,Private,142717,Bachelors,13,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
24,Private,124242,HS-grad,9,Never-Married,Admin,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
26,Private,287797,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,incLow,0,0,Ag1,HW3
22,Private,188274,Associates,12,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
36,Private,171968,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
36,Private,218490,Bachelors,13,Married,Professional,Husband,White,Male,None,None,45,Euro_1,incHigh,0,0,Ag3,HW3
43,Other-Govt,94937,Bachelors,13,Married,Professional,Wife,White,Female,None,None,28,United-States,incLow,0,0,Ag4,HW1
60,Private,109511,Dropout,4,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
49,Other-Govt,269527,Masters,14,Married,Professional,Husband,White,Male,cgLow,None,40,United-States,incHigh,8.89549263145163,0,Ag4,HW2
34,Self-Employed,120672,Dropout,4,Never-Married,Blue-Collar,Unmarried,Black,Male,None,None,10,United-States,incLow,0,0,Ag3,HW1
46,Private,130779,HS-Graduate,10,Married,Admin,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
46,Other-Govt,441542,Bachelors,13,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
69,Private,114801,HS-grad,9,Married,Service,Husband,White,Male,None,None,20,United-States,incLow,0,0,Ag5,HW1
32,Private,180284,Dropout,6,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag2,HW2
40,Other-Govt,27444,Bachelors,13,Never-Married,Professional,Not-in-family,White,Male,None,None,50,United-States,incHigh,0,0,Ag3,HW3
61,Private,180382,Dropout,3,Married,Blue-Collar,Husband,White,Male,cgLow,None,45,United-States,incLow,8.13505390861157,0,Ag5,HW3
56,Private,143266,HS-Graduate,10,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag5,HW2
47,Private,139268,HS-grad,9,Married,Other-occups,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
29,Private,126208,HS-grad,9,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
37,Private,186191,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,46,United-States,incLow,0,0,Ag3,HW3
51,Private,197163,Prof-School,15,Never-Married,Professional,Not-in-family,White,Female,None,clHigh,50,United-States,incHigh,0,7.84776253747361,Ag5,HW3
44,Other-Govt,193524,Masters,14,Married,White-Collar,Husband,White,Male,None,clHigh,40,United-States,incHigh,0,7.55118686729615,Ag4,HW2
33,Private,181388,HS-grad,9,Not-Married,Service,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
51,Self-Employed,124963,Prof-School,15,Not-Married,Professional,Not-in-family,White,Male,None,None,80,United-States,incHigh,0,0,Ag5,HW3
24,Private,188925,Associates,11,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
37,Self-Employed,149230,Associates,11,Never-Married,Service,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
40,Private,388725,HS-Graduate,10,Not-Married,White-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
34,Private,113543,Masters,14,Never-Married,White-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
69,Federal-Govt,143849,Dropout,7,Widowed,Admin,Not-in-family,White,Female,None,None,20,United-States,incLow,0,0,Ag5,HW1
41,Self-Employed,97277,Associates,11,Not-Married,Service,Unmarried,White,Female,None,None,10,United-States,incLow,0,0,Ag3,HW1
40,Private,199303,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
57,Private,124852,HS-Graduate,10,Never-Married,Blue-Collar,Own-child,Black,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
26,Private,50053,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,55,United-States,incLow,0,0,Ag1,HW3
53,Private,97005,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,46,United-States,incHigh,0,0,Ag5,HW3
39,Private,337898,Bachelors,13,Not-Married,White-Collar,Not-in-family,White,Male,None,None,55,United-States,incLow,0,0,Ag3,HW3
51,Federal-Govt,124076,Bachelors,13,Widowed,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
56,Federal-Govt,277420,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,40,Latin-America,incHigh,0,0,Ag5,HW2
51,Private,280278,Dropout,6,Not-Married,Admin,Unmarried,Black,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
42,Private,202188,HS-Graduate,10,Not-Married,White-Collar,Not-in-family,White,Female,None,clLow,50,United-States,incLow,0,7.46278915741245,Ag4,HW3
42,Private,198422,HS-Graduate,10,Not-Married,Admin,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
29,Private,82242,Prof-School,15,Never-Married,Professional,Unmarried,White,Male,cgHigh,None,45,Euro_1,incHigh,10.2338339214274,0,Ag2,HW3
33,Private,178429,Bachelors,13,Married,Professional,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag2,HW2
43,Private,212847,HS-Graduate,10,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
64,Self-Employed,219661,Prof-School,15,Married,Professional,Husband,White,Male,None,None,9,United-States,incHigh,0,0,Ag5,HW1
40,Private,321856,HS-grad,9,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,60,United-States,incHigh,0,0,Ag3,HW3
21,Private,313873,Dropout,3,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,Latin-America,incLow,0,0,Ag1,HW2
31,Private,144064,HS-Graduate,10,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
60,Private,139586,Associates,11,Widowed,White-Collar,Unmarried,Asian,Female,None,None,40,United-States,incHigh,0,0,Ag5,HW2
32,Private,419691,Dropout,8,Married,Sales,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag2,HW2
27,Private,195562,HS-grad,9,Never-Married,Blue-Collar,Own-child,Black,Male,None,None,20,United-States,incLow,0,0,Ag2,HW1
40,Private,205706,HS-grad,9,Married,White-Collar,Wife,White,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
27,Private,131310,HS-grad,9,Married,Service,Wife,White,Female,None,None,40,United-States,incHigh,0,0,Ag2,HW2
18,Private,54440,HS-Graduate,10,Never-Married,Service,Own-child,White,Male,None,None,30,United-States,incLow,0,0,Ag1,HW1
43,Private,200734,HS-grad,9,Not-Married,Service,Not-in-family,Black,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
52,Private,81859,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,48,United-States,incHigh,0,0,Ag5,HW3
31,Private,159589,HS-grad,9,Never-Married,Service,Not-in-family,White,Male,None,None,85,United-States,incLow,0,0,Ag2,HW3
28,Private,300915,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,60,United-States,incLow,0,0,Ag2,HW3
44,Private,185057,Masters,14,Never-Married,Professional,Not-in-family,White,Female,None,None,35,United-States,incLow,0,0,Ag4,HW1
37,Self-Employed,42044,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,84,United-States,incLow,0,0,Ag3,HW3
35,Private,166416,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,50,United-States,incHigh,0,0,Ag3,HW3
42,Private,212737,Dropout,5,Not-Married,Blue-Collar,Unmarried,Black,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
18,Private,236069,Dropout,6,Never-Married,Service,Own-child,Black,Male,None,None,10,United-States,incLow,0,0,Ag1,HW1
