"SEXEQ" "FAMIQ" "PCSPQ" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "jnbjdq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "itavcq" "RELAT" "AGER" "OPGNBL" "MOYRVL" "TAVEPL" "ENDETL" "GAGETL" "GAGECL" "GAGEML" "KVUNB" "QSMOY" "QCREDL" "DMVTPL" "BOPPNL" "FACANL" "LGAGTL" "VIENB" "VIEMTL" "UEMNB" "XLGNB" "XLGMTL" "YLVNB" "YLVMTL" "ROCNB" "NPTAG" "ITAVCL" "HAVEFL" "JNBJDL" "CARVP"
"2540740" "Sfem" "Fcou" "Pouv" "K0" "V0" "U2" "X1" "Y2" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R2" "Q2" "O1" "M1" "T2" "D0" "B2" "I1" 325 64 0.693147180559945 3.04452243772342 10.6707909183732 0 0 0 0 1 7973 3.04452243772342 2.63905732961526 3.63758615972639 0 0 0 0 3 1 9.69695526702712 2 10.1966048274778 0 0 10.84302595113 0 0 "Cnon"
"2543530" "Sfem" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R2" "Q1" "O1" "M1" "T0" "D0" "B1" "I1" 240 52 0.693147180559945 2.39789527279837 0 0 0 0 0 1 7461 2.39789527279837 2.63905732961526 3.58351893845611 0 0 0 0 0 0 0 0 0 15 0 9.36871070794762 5.30330490805908 0 "Cnon"
"2544306" "Shom" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "J1" "A2" "R2" "Q1" "O0" "M0" "T0" "D1" "B1" "I0" 226 58 0 1.38629436111989 0 0 0 0 0 1 2253 1.38629436111989 2.70805020110221 2.70805020110221 8.8538082749772 0 0 0 0 0 0 0 0 0 0 7.61085279039525 0 2.07944154167984 "Cnon"
"2544606" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "J1" "A2" "R2" "Q1" "O0" "M2" "T1" "D0" "B2" "I1" 220 50 0 3.25809653802148 8.44805745258138 0 0 0 0 1 7244 3.25809653802148 2.63905732961526 4.15888308335967 10.8275678666851 0 0 0 1 0 0 1 8.44805745258138 24 0 9.71032747056118 0 1.79175946922805 "Cnon"
"2548357" "Sfem" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "I0" 181 22 0 0 5.65599181081985 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 5.65599181081985 0 0 5.65599181081985 0 0 "Cnon"
"2548394" "Sfem" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J2" "A1" "R2" "Q0" "O0" "M0" "T0" "D0" "B1" "I0" 213 45 0 1.6094379124341 0 0 0 0 0 1 473 1.6094379124341 2.63905732961526 2.63905732961526 0 0 0 0 0 0 0 0 0 0 0 6.3261494731551 0 3.52636052461616 "Cnon"
"2550181" "Shom" "Fcou" "Pouv" "K0" "V1" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R2" "Q1" "O1" "M2" "T2" "D0" "B2" "I2" 305 52 0.693147180559945 3.43398720448515 10.8074830063161 0 0 0 0 1 7124 3.43398720448515 2.63905732961526 4.06044301054642 0 0 2 12.3254410904276 2 1 9.70485367024987 1 10.4040506967356 19 0 12.5598198076956 12.3254410904276 0 "Cnon"
"2550846" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R2" "Q1" "O2" "M1" "T2" "D0" "B1" "I1" 206 55 1.09861228866811 2.30258509299405 10.5273650375826 0 0 0 0 1 3337 2.30258509299405 2.63905732961526 3.55534806148941 0 0 0 0 2 0 0 2 10.5273650375826 9 0 10.7040531298633 5.30330490805908 0 "Cnon"
"2552191" "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R1" "N1" "E0" "G0" "F0" "L0" "H0" "J2" "A1" "R1" "Q0" "O0" "M1" "T1" "D1" "B1" "I0" 166 41 0 2.19722457733622 5.32300997913841 0 0 0 0 1 -1968 2.19722457733622 2.70805020110221 3.17805383034795 0 0 0 0 1 0 0 1 5.32300997913841 6 1 7.01211529430638 0 4.26267987704132 "Cnon"
"2553288" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X2" "Y0" "R0" "N0" "E1" "G1" "F1" "L0" "H0" "J0" "A2" "R1" "Q1" "O0" "M1" "T2" "D0" "B1" "I2" 123 60 0 2.56494935746154 11.268162386797 3.13549421592915 10.9886768208721 0 10.9886768208721 1 5268 2.484906649788 2.63905732961526 3.29583686600433 8.59433940059289 0 0 0 2 2 11.268162386797 0 0 0 0 11.3225273806566 0 0 "Cnon"
"2553811" "Sfem" "Fcou" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R1" "Q2" "O2" "M1" "T2" "D0" "B2" "I1" 146 55 1.09861228866811 2.30258509299405 10.3649233323607 0 0 0 0 1 14976 2.30258509299405 2.63905732961526 3.78418963391826 0 0 0 0 1 0 0 1 10.3649233323607 26 0 10.5591924376202 0 0 "Cnon"
"2553965" "Shom" "Fcou" "Pouv" "K0" "V1" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A1" "R1" "Q1" "O2" "M1" "T2" "D1" "B1" "I2" 99 42 1.38629436111989 2.30258509299405 11.0348090156139 0 0 0 0 1 4742 2.07944154167984 2.70805020110221 2.83321334405622 0 0 1 11.2631042070697 2 1 10.4992423870874 1 10.1545575064912 0 0 11.868051209519 11.2631042070697 0 "Cnon"
"2555010" "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J1" "A1" "R2" "Q1" "O0" "M1" "T0" "D1" "B1" "I0" 211 47 0 2.07944154167984 0 0 0 0 0 1 2814 2.07944154167984 2.70805020110221 3.2188758248682 0 0 0 0 0 0 0 0 0 1 0 8.6928257600594 5.70711026474888 2.63905732961526 "Cnon"
"2557926" "Sfem" "Fseu" "Pouv" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A0" "R1" "Q1" "O1" "M1" "T2" "D0" "B2" "I1" 143 31 0.693147180559945 3.04452243772342 10.6985141969172 1.94591014905531 10.4008327218882 0 10.4008327218882 1 6971 3.04452243772342 2.63905732961526 3.71357206670431 0 0 0 0 3 2 10.5045742672469 1 8.96303219366268 12 0 10.8524584237989 0 0 "Cnon"
"2557961" "Sfem" "Fseu" "Pouv" "K0" "V0" "U2" "X2" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J2" "A0" "R1" "Q1" "O0" "M1" "T2" "D2" "B1" "I1" 142 31 0 2.30258509299405 11.0590628655865 0 0 0 0 1 4927 2.30258509299405 2.77258872223978 3.43398720448515 0 0 0 0 2 2 11.0590628655865 0 0 13 0 11.1163804542366 0 2.83321334405622 "Cnon"
"2558305" "Sfem" "Fcou" "Pouv" "K0" "V1" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A1" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "I1" 278 48 0 0 10.3530971296285 0 0 0 0 0 0 0 0 0 0 0 1 10.4359963871333 1 0 0 1 10.3530971296285 0 0 11.088537442505 10.4359963871333 0 "Cnon"
"2558744" "Shom" "Fseu" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J1" "A1" "R1" "Q1" "O2" "M1" "T1" "D0" "B1" "I1" 124 44 1.38629436111989 2.70805020110221 10.1941775965022 0 0 0 0 1 7117 2.70805020110221 2.63905732961526 3.58351893845611 0 0 0 0 1 0 0 1 10.1941775965022 13 0 10.4167302528177 6.21660610108486 0.693147180559945 "Cnon"
"2559045" "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A0" "R1" "Q1" "O1" "M0" "T1" "D2" "B1" "I0" 119 29 0.693147180559945 1.94591014905531 8.00903068506973 1.94591014905531 9.03765226415047 9.03765226415047 0 1 2222 1.94591014905531 2.83321334405622 3.17805383034795 0 0 0 0 1 1 8.00903068506973 0 0 10 0 8.45190772471761 0 0 "Cnon"
"2560240" "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q0" "O0" "M0" "T0" "D0" "B0" "I0" 92 32 0 0 4.70953020131233 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 4.70953020131233 0 0 4.70953020131233 0 0 "Cnon"
"2560564" "Sfem" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G1" "F0" "L0" "H0" "J2" "A0" "R1" "Q0" "O1" "M0" "T0" "D0" "B1" "I0" 88 36 0.693147180559945 1.6094379124341 0 0 7.67461749736436 7.67461749736436 0 1 -2817 1.6094379124341 2.63905732961526 3.04452243772342 0 0 0 0 0 0 0 0 0 12 0 0 0 4.51085950651685 "Cnon"
"2560770" "Sfem" "Fseu" "Psan" "K0" "V0" "U2" "X1" "Y2" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R1" "Q1" "O0" "M0" "T2" "D2" "B0" "I2" 86 43 0 1.38629436111989 11.6229271935175 0 0 0 0 1 5134 1.38629436111989 3.43398720448515 1.6094379124341 0 0 0 0 4 1 10.7850626083218 3 11.0561933779177 0 0 11.647246545709 0 0 "Cnon"
"2562152" "Sfem" "Fcou" "Psan" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R0" "Q1" "O2" "M0" "T2" "D0" "B1" "I1" 72 28 1.09861228866811 1.09861228866811 10.7839645608711 0 0 0 0 1 1816 1.09861228866811 2.63905732961526 2.83321334405622 0 0 0 0 2 0 0 2 10.7839645608711 5 0 11.1595735650284 0 0 "Cnon"
"2563273" "Shom" "Fseu" "Psan" "K1" "V0" "U2" "X0" "Y2" "R0" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A1" "R1" "Q2" "O2" "M1" "T2" "D0" "B2" "I2" 87 44 1.6094379124341 2.56494935746154 11.0432897680291 2.30258509299405 11.4257431642831 0 11.4257431642831 2 13746 2.63905732961526 2.63905732961526 3.8286413964891 0 0 0 0 2 0 0 2 11.0432897680291 0 0 11.2611123409327 0 0 "Cnon"
"2563794" "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R0" "Q0" "O1" "M0" "T1" "D0" "B0" "I0" 50 19 0.693147180559945 0 4.90527477843843 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 4.90527477843843 0 0 4.90527477843843 0 0 "Cnon"
"2564356" "Shom" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "J2" "A0" "R0" "Q0" "O0" "M0" "T0" "D2" "B0" "I0" 42 26 0 0 0 0 0 0 0 1 -87 0 3.78418963391826 0.693147180559945 0 0 0 0 0 0 0 0 0 0 1 0 0 4.11087386417331 "Cnon"
"2642473" "Sfem" "Fseu" "Pouv" "K0" "V1" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R2" "Q1" "O2" "M0" "T2" "D0" "B1" "I2" 218 54 1.38629436111989 1.79175946922805 10.8005750774258 0 0 0 0 1 2467 1.79175946922805 2.63905732961526 3.13549421592915 0 0 1 10.87115557527 1 1 10.8005750774258 0 0 0 0 11.6016320709136 10.8806099436165 0 "Cnon"
"2642500" "Sfem" "Fseu" "Pemp" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J2" "A1" "R2" "Q0" "O2" "M1" "T2" "D0" "B1" "I2" 216 42 1.38629436111989 2.77258872223978 11.653704281458 2.30258509299405 10.8444318718489 9.33353098253138 10.5950835306033 1 -1572 2.77258872223978 2.63905732961526 3.43398720448515 0 0 0 0 3 2 11.6523830131961 1 5.03043792139244 7 0 11.6655177883334 6.21660610108486 4.00733318523247 "Cnon"
"2643298" "Sfem" "Fseu" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "J0" "A1" "R2" "Q1" "O2" "M1" "T1" "D0" "B1" "I1" 190 42 1.09861228866811 2.07944154167984 8.67624612127084 2.83321334405622 9.77781094444813 0 9.77781094444813 1 2638 2.07944154167984 2.63905732961526 3.49650756146648 10.4773161440809 0 0 0 1 0 0 1 8.67624612127084 12 0 9.35331454092729 5.30330490805908 0 "Cnon"
"2643515" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R2" "Q0" "O0" "M0" "T1" "D2" "B0" "I1" 185 55 0 0.693147180559945 9.54945197953433 0 0 0 0 1 993 0 5.03043792139244 0 0 0 0 0 1 0 0 1 9.54945197953433 0 0 10.2760506093017 9.54688403461792 0 "Cnon"
"2645382" "Sfem" "Fcou" "Pemp" "K0" "V0" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R2" "Q0" "O0" "M0" "T2" "D0" "B0" "I1" 226 64 0 0 10.4311407944084 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 7.75147531802146 1 10.3601209472187 0 0 10.4311407944084 0 0 "Cnon"
"2645517" "Sfem" "Fcou" "Pouv" "K0" "V0" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R1" "Q1" "O0" "M1" "T1" "D1" "B1" "I1" 166 48 0 2.19722457733622 5.21493575760899 0 0 0 0 1 4088 2.19722457733622 2.70805020110221 3.3322045101752 0 0 0 0 2 1 0 1 5.21493575760899 0 0 9.00491394146713 0 0 "Cnon"
"2645939" "Sfem" "Fseu" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G1" "F1" "L0" "H0" "J2" "A0" "R1" "Q0" "O0" "M0" "T0" "D0" "B1" "I0" 129 34 0 1.6094379124341 3.25809653802148 0 6.64898455002478 6.64898455002478 0 1 -329 1.6094379124341 2.63905732961526 2.63905732961526 9.39274525863144 0 0 0 1 0 0 1 3.25809653802148 0 0 3.25809653802148 0 3.8286413964891 "Cnon"
"2648109" "Sfem" "Fcou" "Pouv" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R2" "Q0" "O0" "M0" "T2" "D0" "B0" "I2" 236 59 0 0 11.7931900960941 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 11.7931900960941 0 0 0 0 11.7931900960941 0 0 "Cnon"
"2649530" "Sfem" "Fseu" "Pouv" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R0" "Q1" "O1" "M1" "T2" "D0" "B1" "I2" 55 50 0.693147180559945 2.89037175789616 11.7539010758357 0 0 0 0 1 4180 2.89037175789616 2.63905732961526 3.36729582998647 0 0 0 0 2 1 11.3995103759305 1 10.5446043250017 10 0 11.7942398063875 0 0 "Cnon"
"2649790" "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "J1" "A0" "R0" "Q0" "O0" "M0" "T0" "D2" "B0" "I0" 51 25 0 0 0 0 0 0 0 1 406 0 3.13549421592915 1.09861228866811 0 0 0 0 0 0 0 0 0 0 1 1.38629436111989 0 1.79175946922805 "Cnon"
"2650129" "Shom" "Fcou" "Psan" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R0" "Q1" "O0" "M0" "T2" "D0" "B1" "I2" 46 24 0 1.94591014905531 11.0753967702657 0 0 0 0 1 3678 1.94591014905531 2.63905732961526 3.25809653802148 0 0 0 0 3 2 10.4321138009276 1 10.3298004931571 8 0 11.2895693910747 0 0 "Cnon"
"2740383" "Sfem" "Fseu" "Pouv" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "J0" "A2" "R2" "Q1" "O0" "M0" "T2" "D1" "B1" "I1" 295 56 0 1.38629436111989 10.7162383327419 0 0 0 0 1 3231 1.38629436111989 2.70805020110221 3.55534806148941 10.5713425658087 0 0 0 2 0 0 2 10.7162383327419 13 0 10.7518205912271 0 0 "Cnon"
"2740443" "Shom" "Fcou" "Psan" "K0" "V1" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F1" "L0" "H1" "J0" "A2" "R2" "Q1" "O1" "M2" "T2" "D0" "B1" "I2" 292 60 0.693147180559945 3.58351893845611 11.3057413811513 0 0 0 0 1 7536 3.13549421592915 2.63905732961526 3.52636052461616 10.595208716818 0 3 12.5843412589499 3 1 9.21711735625521 1 10.5966597327836 0 0 12.9197648248192 12.6893533677945 0 "Cnon"
"2740736" "Sfem" "Fseu" "Psan" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A0" "R2" "Q2" "O0" "M0" "T0" "D1" "B1" "I1" 280 30 0 1.79175946922805 0 0 0 0 0 1 10935 1.79175946922805 2.70805020110221 2.99573227355399 0 0 0 0 1 1 0 0 0 5 0 9.1235835080499 5.30330490805908 0 "Cnon"
"2741219" "Shom" "Fcou" "Pemp" "K1" "V1" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "J2" "A1" "R2" "Q1" "O2" "M2" "T2" "D0" "B2" "I2" 262 40 2.07944154167984 3.80666248977032 11.985145386425 1.94591014905531 12.7884670203549 0 0 3 4669 3.52636052461616 2.63905732961526 4.40671924726425 10.9836133474242 12.7884670203549 1 9.00282407654767 3 1 11.7750897094351 2 10.3216056067676 9 0 12.1316238460707 9.07658038179666 3.61091791264422 "Cnon"
"2742152" "Sfem" "Fseu" "Pouv" "K0" "V1" "U2" "X0" "Y2" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J1" "A2" "R2" "Q1" "O0" "M0" "T1" "D2" "B0" "I1" 205 53 0 1.38629436111989 9.43212299765105 0 0 0 0 1 2729 1.38629436111989 2.83321334405622 2.07944154167984 0 0 1 9.54731248363905 3 0 0 3 9.43212299765105 0 0 10.26196586942 9.59430941973946 1.79175946922805 "Cnon"
"2743596" "Sfem" "Fcou" "Pouv" "K1" "V1" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A1" "R1" "Q1" "O1" "M1" "T2" "D0" "B1" "I2" 167 42 0.693147180559945 2.83321334405622 11.8820653971415 0 0 0 0 2 6595 2.70805020110221 2.63905732961526 3.2188758248682 0 0 1 11.1692795590009 2 1 11.64963056605 1 10.3089859934221 12 0 12.3316827474067 11.1991321074213 0 "Cnon"
"2743867" "Sfem" "Fseu" "Psan" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q1" "O0" "M1" "T2" "D0" "B1" "I2" 116 28 0 2.07944154167984 11.3991854950973 0 0 0 0 2 6263 2.07944154167984 2.63905732961526 2.77258872223978 0 0 0 0 4 1 10.2744992325749 3 11.006523376264 1 0 11.5095798747191 0 0 "Cnon"
"2744005" "Sfem" "Fseu" "Psan" "K0" "V0" "U1" "X1" "Y0" "R0" "N1" "E1" "G1" "F0" "L0" "H0" "J0" "A0" "R2" "Q0" "O2" "M0" "T1" "D0" "B0" "I0" 198 35 1.09861228866811 1.38629436111989 7.65775527113487 3.8286413964891 8.55967780302239 0 8.55967780302239 1 1344 1.38629436111989 2.63905732961526 1.79175946922805 0 0 0 0 1 1 7.65775527113487 0 0 0 1 8.68304655550289 0 0 "Cnon"
"2744349" "Shom" "Fseu" "Psan" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q2" "O1" "M0" "T2" "D2" "B0" "I2" 87 25 0.693147180559945 1.79175946922805 10.4605858886328 0 0 0 0 1 39711 1.79175946922805 2.83321334405622 1.94591014905531 0 0 0 0 2 0 0 2 10.4605858886328 1 0 11.393758972779 0 0 "Cnon"
"2840122" "Shom" "Fcou" "Pint" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "J0" "A2" "R2" "Q2" "O0" "M2" "T2" "D0" "B2" "I2" 311 54 0 4.71849887129509 12.7744244488354 0 0 0 0 1 126278 4.12713438504509 2.63905732961526 4.06044301054642 10.633472802314 0 2 11.6383062313014 3 2 12.6819340842601 1 10.3479169306624 18 0 13.1529565959092 11.8210790586058 0 "Cnon"
"2841077" "Shom" "Fcou" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "J0" "A1" "R2" "Q1" "O1" "M1" "T0" "D1" "B1" "I1" 280 42 0.693147180559945 2.484906649788 0 2.39789527279837 8.25738565573044 0 0 1 7012 2.484906649788 2.70805020110221 3.40119738166216 10.1658902778025 8.25738565573044 0 0 0 0 0 0 0 4 0 8.99665197943273 6.21660610108486 0 "Cnon"
"2842638" "Shom" "Fcou" "Pint" "K0" "V1" "U2" "X0" "Y2" "R1" "N1" "E0" "G0" "F1" "L0" "H1" "J1" "A2" "R2" "Q2" "O1" "M1" "T2" "D0" "B2" "I2" 247 50 0.693147180559945 2.484906649788 10.4403025087634 0 0 0 0 1 8858 2.484906649788 2.63905732961526 4.38202663467388 11.1676284038758 0 1 10.8299068172063 2 0 0 2 10.4403025087634 32 1 11.5092587507826 10.831884705072 1.94591014905531 "Cnon"
"2844609" "Shom" "Fcou" "Pemp" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "J0" "A1" "R2" "Q2" "O0" "M1" "T2" "D0" "B2" "I2" 205 37 0 2.63905732961526 10.9761322495067 2.83321334405622 11.7630925686592 0 0 1 18926 2.63905732961526 2.63905732961526 3.78418963391826 9.92822894442457 11.7630925686592 0 0 2 1 9.69276652122048 1 10.6516672777654 15 0 11.2049046215229 7.21007962817079 0 "Cnon"
"2844646" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R2" "Q1" "O1" "M1" "T1" "D1" "B2" "I1" 204 52 0.693147180559945 2.83321334405622 9.549024446394 0 0 0 0 1 6429 2.77258872223978 2.70805020110221 3.85014760171006 0 0 0 0 1 0 0 1 9.549024446394 19 0 10.2028881935671 6.80128303447162 0 "Cnon"
"2844973" "Shom" "Fcou" "Pemp" "K1" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J0" "A1" "R2" "Q2" "O1" "M1" "T0" "D0" "B2" "I1" 211 38 0.693147180559945 2.77258872223978 0 1.09861228866811 9.24116051431607 0 9.24116051431607 2 15130 2.77258872223978 2.63905732961526 4.29045944114839 0 0 0 0 1 1 0 0 0 26 0 10.130901970701 5.30330490805908 0 "Cnon"
"2845006" "Sfem" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J2" "A2" "R2" "Q2" "O2" "M2" "T2" "D0" "B2" "I2" 197 58 1.09861228866811 3.49650756146648 11.4331135639921 1.79175946922805 11.7499166931039 0 11.7499166931039 1 28136 3.46573590279973 2.63905732961526 4.45434729625351 0 0 0 0 1 0 0 1 11.4331135639921 42 0 11.6627496561714 0 3.43398720448515 "Cnon"
"2845989" "Shom" "Fcou" "Psan" "K0" "V0" "U2" "X1" "Y2" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J2" "A2" "R1" "Q0" "O2" "M2" "T2" "D0" "B1" "I2" 171 59 1.38629436111989 3.80666248977032 12.6585262958611 0 0 0 0 1 587 0 2.63905732961526 3.46573590279973 0 0 0 0 3 1 12.2003865100592 2 11.6576143802906 0 0 12.9184585689431 10.8845167855505 3.78418963391826 "Cnon"
"2846147" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "J1" "A0" "R1" "Q1" "O2" "M1" "T2" "D0" "B2" "I2" 168 33 1.09861228866811 2.70805020110221 11.1043404951508 1.94591014905531 9.8211380195191 0 9.8211380195191 1 5279 2.56494935746154 2.63905732961526 3.98898404656427 10.1658902778025 0 0 0 3 1 10.4924402040782 2 10.3227898174323 4 0 11.2258432125904 0 0.693147180559945 "Cnon"
"2846228" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X2" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J0" "A2" "R2" "Q2" "O0" "M2" "T2" "D0" "B2" "I1" 268 50 0 3.43398720448515 10.6328702256782 2.63905732961526 10.6176865797927 8.70979505761775 10.457085268146 1 16450 3.43398720448515 2.63905732961526 3.87120101090789 0 0 0 0 2 2 10.6328702256782 0 0 12 0 10.8790466928673 7.60140233458373 0 "Cnon"
"2847751" "Sfem" "Fcou" "Pouv" "K0" "V0" "U2" "X2" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R2" "Q1" "O2" "M1" "T2" "D0" "B1" "I2" 248 33 1.38629436111989 2.56494935746154 11.9052377865001 0 0 0 0 1 4993 2.484906649788 2.63905732961526 3.49650756146648 0 0 0 0 3 2 11.9052377865001 1 0 0 0 11.959583698721 0 0 "Cnon"
"2847806" "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "J1" "A0" "R1" "Q1" "O1" "M1" "T1" "D1" "B2" "I1" 130 30 0.693147180559945 2.56494935746154 9.27603447517155 2.19722457733622 9.3195534569495 6.06145691892802 9.28042597954287 1 4643 2.56494935746154 2.70805020110221 4.04305126783455 10.922352923114 0 0 0 1 1 9.27603447517155 0 0 27 0 9.27603447517155 0 2.30258509299405 "Cnon"
"2847818" "Sfem" "Fseu" "Pouv" "K0" "V1" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "J2" "A2" "R1" "Q1" "O0" "M2" "T1" "D0" "B2" "I1" 130 51 0 3.3322045101752 9.4864558080565 0 0 0 0 1 3368 3.3322045101752 2.63905732961526 3.73766961828337 9.90353755128617 0 1 8.40335237499248 1 0 0 1 9.4864558080565 5 0 9.85303600904003 8.40335237499248 4.00733318523247 "Cnon"
