"valence" "year" "acousticness" "danceability" "duration" "energy" "instrumentalness" "key" "liveness" "loudness" "mode" "popularity" "speechiness" "tempo" "pop.class"
"69009" 0.174 1989 0.529 0.325 562907 0.805 0.277 "A" 0.926 -8.43 0 33 0.0768 199.891 "C"
"29243" 0.569 1973 0.0585 0.491 200707 0.932 0.00493 "F" 0.347 -7.028 0 40 0.118 148.831 "C"
"52399" 0.44 1995 0.00167 0.397 239640 0.668 0 "Ab" 0.0944 -8.476 1 41 0.0408 168.056 "B"
"151761" 0.249 2000 0.774 0.524 278600 0.321 2e-05 "F" 0.194 -8.634 1 34 0.0278 126.799 "C"
"26568" 0.405 1959 0.448 0.453 247733 0.3 0.00479 "Ab" 0.135 -17.296 1 29 0.0399 105.37 "C"
"133404" 0.911 1983 0.274 0.633 183107 0.676 2.05e-06 "A" 0.261 -10.602 0 28 0.0282 98.097 "C"
"136190" 0.898 1997 0.0601 0.546 144133 0.815 0.000334 "Gb" 0.267 -7.36 0 37 0.109 96.573 "C"
"112841" 0.782 1960 0.608 0.638 140293 0.486 0.00021 "F" 0.242 -7.233 1 9 0.0268 108.187 "D"
"9603" 0.857 1969 0.101 0.678 216627 0.612 0.318 "E" 0.164 -9.764 1 53 0.0339 118.381 "B"
"19384" 0.549 2018 0.117 0.854 225773 0.463 0 "F" 0.354 -6.159 1 75 0.137 120.024 "A"
"119227" 0.622 1991 0.0945 0.858 251867 0.657 0 "D" 0.258 -11.2 1 34 0.269 89.988 "C"
"139158" 0.68 2011 0.652 0.663 226000 0.405 0.361 "Eb" 0.0844 -12.101 1 49 0.0401 139.501 "B"
"85260" 0.3 1984 0.413 0.551 280400 0.391 0.00468 "Bb" 0.369 -13.122 0 47 0.0303 114.143 "B"
"88757" 0.954 2002 0.841 0.809 236785 0.41 0 "Eb" 0.274 -6.358 1 45 0.0488 120.757 "B"
"87672" 0.48 1997 0.922 0.239 220867 0.222 0.888 "C" 0.102 -14.558 0 43 0.0329 187.214 "B"
"58794" 0.286 1936 0.994 0.306 81533 0.699 0.577 "D" 0.345 -7.594 1 0 0.0505 123.974 "D"
"90819" 0.646 2013 0.00233 0.705 230827 0.666 0.0149 "D" 0.174 -7.23 0 58 0.0303 124.032 "B"
"120529" 0.929 1998 0.348 0.639 171147 0.506 1.15e-06 "F" 0.167 -9.232 1 45 0.131 89.854 "B"
"110519" 0.315 1948 0.915 0.339 544760 0.22 0.41 "G" 0.106 -14.981 1 0 0.0466 83.245 "D"
"129115" 0.79 1961 0.572 0.466 192600 0.453 0.000265 "Db" 0.0681 -12.235 1 12 0.0338 141.898 "D"
"6687" 0.175 1955 0.926 0.416 113987 0.115 2.26e-06 "Bb" 0.123 -13.48 0 31 0.0457 138.515 "C"
"836" 0.88 1926 0.924 0.61 192360 0.393 0.0115 "G" 0.182 -11.365 1 11 0.134 95.215 "D"
"158390" 0.665 1959 0.907 0.539 169063 0.386 4.49e-06 "E" 0.583 -10.295 1 9 0.0268 68.603 "D"
"25939" 0.885 1956 0.762 0.765 138000 0.569 0 "Ab" 0.0469 -5.819 1 26 0.0486 82.303 "C"
"45869" 0.31 1963 0.938 0.267 138827 0.183 0.0292 "E" 0.321 -14.776 1 32 0.0291 78.507 "C"
"104100" 0.532 1997 0.248 0.815 242507 0.854 9.99e-06 "Ab" 0.661 -4.763 1 39 0.237 95.067 "C"
"56197" 0.569 2014 0.000791 0.546 162453 0.823 0 "D" 0.0502 -4.979 1 55 0.0608 147.951 "B"
"145331" 0.588 1968 0.817 0.52 154133 0.52 0 "E" 0.555 -12.81 0 26 0.0372 109.348 "C"
"49975" 0.0403 1983 0.59 0.304 194773 0.192 0.00553 "B" 0.134 -19.104 1 36 0.0314 131.894 "C"
"142967" 0.437 1954 0.945 0.523 243995 0.159 2.49e-06 "Bb" 0.247 -11.697 1 0 0.0349 70.033 "D"
"141767" 0.532 1948 0.992 0.295 174307 0.13 0.905 "F" 0.102 -20.044 1 0 0.0617 76.028 "D"
"163665" 0.258 1985 0.00222 0.16 276227 0.945 0.0782 "E" 0.976 -8.314 0 20 0.0964 195.659 "D"
"57885" 0.713 1929 0.146 0.711 111500 0.259 0 "B" 0.134 -16.139 1 0 0.902 132.602 "D"
"84856" 0.59 1982 0.158 0.72 251827 0.478 0.0561 "Db" 0.127 -9.909 1 43 0.11 87.392 "B"
"94258" 0.425 1947 0.803 0.463 167853 0.317 0 "Eb" 0.124 -8.763 1 0 0.0469 131.459 "D"
"1255" 0.776 1928 0.846 0.665 173333 0.665 0.762 "F" 0.154 -9.738 1 12 0.0353 140.922 "D"
"16891" 0.605 2006 0.0042 0.907 163133 0.625 0 "Db" 0.151 -5.557 1 63 0.198 99.918 "A"
"71339" 0.865 2001 0.785 0.386 161344 0.555 0 "Bb" 0.0581 -7.64 1 47 0.0897 196.419 "B"
"61740" 0.0368 1953 0.854 0.0871 209533 0.281 0.862 "B" 0.371 -12.741 1 6 0.0371 167.492 "D"
"152971" 0.437 2007 0.0304 0.709 224000 0.638 4.33e-05 "E" 0.0944 -9.46 0 41 0.105 178.499 "B"
"129472" 0.863 1963 0.992 0.555 242160 0.299 0.0114 "Eb" 0.115 -10.893 1 25 0.0346 129.084 "C"
"157014" 0.76 1952 0.989 0.514 208173 0.42 0.779 "D" 0.109 -13.654 1 0 0.0598 120.401 "D"
"132323" 0.793 1977 0.0743 0.74 202893 0.651 3.2e-05 "C" 0.136 -9.427 1 25 0.093 114.138 "C"
"163300" 0.536 1983 0.0217 0.353 257107 0.727 0.000538 "Gb" 0.173 -8.249 0 26 0.0323 126.595 "C"
"120500" 0.169 1998 0.693 0.632 213760 0.414 0.000577 "B" 0.11 -13.45 0 51 0.033 109.198 "B"
"113103" 0.305 1961 0.97 0.628 247480 0.14 0.695 "C" 0.116 -16.99 1 13 0.0583 72.773 "D"
"19083" 0.476 2017 0.323 0.606 182493 0.652 0 "A" 0.201 -6.982 1 73 0.0281 97.155 "A"
"166620" 0.284 2000 0.000372 0.307 327373 0.984 0.76 "Db" 0.0996 -4.33 0 34 0.223 116.311 "C"
"18890" 0.438 2016 0.117 0.584 202747 0.7 0 "B" 0.0939 -4.275 1 79 0.0456 124.944 "A"
"99600" 0.661 1974 0.212 0.498 206000 0.447 0.000846 "A" 0.0627 -13.217 1 23 0.0284 97.12 "C"
"26215" 0.813 1958 0.403 0.698 101533 0.283 0 "C" 0.345 -15.422 1 28 0.126 109.207 "C"
"91463" 0.348 2016 0.0681 0.765 246294 0.398 8.48e-06 "G" 0.14 -8.993 0 61 0.037 95.976 "A"
"153888" 0.708 2011 0.0111 0.649 219827 0.547 0 "Bb" 0.105 -6.936 1 47 0.0493 161.007 "B"
"140303" 0.468 2018 0.489 0.694 189787 0.695 0.000159 "D" 0.131 -6.612 1 62 0.0705 100.035 "A"
"133080" 0.531 1981 0.000474 0.787 454227 0.513 0.804 "F" 0.0394 -10.592 0 29 0.0431 121.198 "C"
"140731" 0.64 2020 0.0104 0.703 208590 0.646 0 "Gb" 0.191 -6.658 1 75 0.0596 141.87 "A"
"93827" 0.704 1945 0.389 0.712 99087 0.197 1.24e-06 "Db" 0.0872 -18.689 1 0 0.934 75.73 "D"
"162222" 0.644 1978 0.691 0.683 171813 0.311 0.000547 "A" 0.0622 -15.906 1 24 0.0366 90.627 "C"
"13905" 0.68 1991 0.0336 0.867 243200 0.679 1.59e-06 "Bb" 0.0742 -12.028 0 58 0.207 101.293 "B"
"140463" 0 2019 0.914 0 149538 9.9e-05 0.952 "F" 0.108 -19.059 0 67 0 0 "A"
"62133" 0.685 1955 0.737 0.38 255933 0.714 0.000126 "Db" 0.973 -11.273 1 8 0.776 178.904 "D"
"154196" 0.156 2013 0.345 0.602 240760 0.304 0.0231 "D" 0.0969 -9.948 0 60 0.0736 73.33 "B"
"82623" 0.449 1971 0.641 0.522 242173 0.51 0.000588 "C" 0.128 -12.5 1 32 0.0426 130.77 "C"
"57426" 0.246 1926 0.399 0.717 127962 0.154 0 "Ab" 0.353 -22.369 0 2 0.943 123.582 "D"
"49285" 0.771 1980 0.108 0.423 197787 0.633 0.000182 "G" 0.129 -10.737 1 36 0.0304 183.58 "C"
"73570" 0.302 2012 0.887 0.361 168853 0.149 0 "G" 0.175 -12.066 1 55 0.0333 107.607 "B"
"95166" 0.396 1952 0.93 0.439 149173 0.121 0 "G" 0.0942 -21.587 0 0 0.0478 82.64 "D"
"36504" 0.701 2009 0.255 0.718 209347 0.603 0.0146 "G" 0.47 -8.455 1 53 0.0317 117.928 "B"
"129123" 0.963 1961 0.474 0.798 162960 0.455 4.12e-05 "Db" 0.336 -9.268 1 11 0.0793 124.653 "D"
"148504" 0.695 1984 0.727 0.4 143867 0.548 1.25e-05 "F" 0.115 -8.131 1 22 0.0345 123.99 "C"
"75429" 0.411 1926 0.59 0.678 126760 0.163 1.91e-06 "Ab" 0.123 -21.627 0 1 0.913 95.763 "D"
"144558" 0.239 1964 0.992 0.345 185173 0.0581 0.861 "E" 0.133 -25.672 0 16 0.0381 139.17 "D"
"36805" 0.271 2011 0.485 0.495 301960 0.351 0 "Eb" 0.0967 -14.669 0 59 0.34 134.369 "B"
"52072" 0.881 1994 0.265 0.744 352400 0.292 0.0959 "E" 0.0738 -16.592 0 49 0.0385 96.366 "B"
"111760" 0.93 1954 0.79 0.609 155133 0.506 0.681 "Eb" 0.114 -10.747 1 6 0.0413 141.248 "D"
"142517" 0.2 1951 0.895 0.295 497373 0.345 0.65 "Eb" 0.111 -13.688 1 0 0.0433 121.403 "D"
"98156" 0.691 1967 0.184 0.549 235333 0.614 2.2e-06 "F" 0.118 -7.965 1 28 0.0329 115.74 "C"
"55292" 0.509 2010 0.616 0.52 166547 0.27 0 "Ab" 0.109 -9.806 1 58 0.0299 110.789 "B"
"118443" 0.558 1988 0.626 0.348 97493 0.907 0.614 "Gb" 0.677 -12.113 1 28 0.0307 166.9 "C"
"48562" 0.573 1976 0.00496 0.308 115533 0.993 0.000402 "C" 0.099 -2.785 1 45 0.0565 164.415 "B"
"81164" 0.786 1964 0.105 0.656 190000 0.675 0 "C" 0.08 -6.793 1 18 0.0481 147.972 "D"
"18301" 0.96 2013 0.18 0.532 195867 0.825 0 "A" 0.296 -5.287 1 67 0.0468 169.961 "A"
"558" 0.834 1924 0.995 0.545 185160 0.439 0.941 "A" 0.185 -16.679 1 0 0.0815 121.012 "D"
"92491" 0.546 1926 0.918 0.622 196400 0.421 0 "Gb" 0.646 -11.637 1 0 0.923 79.983 "D"
"84475" 0.367 1980 0.77 0.625 206453 0.458 3.41e-05 "G" 0.215 -11.896 1 34 0.0462 142.871 "C"
"124051" 0.781 2016 0.00106 0.655 209187 0.792 0 "D" 0.398 -3.766 1 55 0.0257 99.989 "B"
"164599" 0.859 1990 0.402 0.714 190537 0.41 0 "F" 0.325 -12.856 1 38 0.0375 118.048 "C"
"95756" 0.752 1955 0.891 0.614 176687 0.839 0.722 "G" 0.137 -6.37 0 5 0.05 88.543 "D"
"45846" 0.434 1963 0.747 0.301 226907 0.432 7.61e-06 "C" 0.115 -13.043 1 30 0.0342 167.199 "C"
"66428" 0.856 1976 0.4 0.765 448467 0.704 0.625 "A" 0.083 -8.919 0 37 0.0436 107.421 "C"
"21636" 0.739 1934 0.996 0.653 178000 0.208 0.701 "Gb" 0.187 -16.875 1 0 0.431 118.073 "D"
"82367" 0.835 1970 0.416 0.43 244627 0.906 3.29e-06 "A" 0.204 -5.342 1 32 0.0542 149.776 "C"
"159037" 0.776 1962 0.691 0.519 153760 0.528 3.48e-06 "D" 0.4 -7.704 1 10 0.0566 85.772 "D"
"36341" 0.722 2009 0.193 0.433 217000 0.862 0 "Db" 0.604 -3.89 0 63 0.412 200.817 "A"
"40209" 0.425 1935 0.99 0.435 162978 0.178 0 "Eb" 0.146 -15.44 1 0 0.0526 110.21 "D"
"87258" 0.799 1995 0.362 0.852 206440 0.706 0.000789 "A" 0.138 -9.809 1 42 0.0906 113.113 "B"
"86850" 0.4 1993 0.803 0.53 300733 0.421 0 "D" 0.057 -11.352 1 45 0.0305 150.901 "B"
"157058" 0.401 1952 0.701 0.672 125500 0.158 0 "G" 0.376 -24.475 1 0 0.879 85.59 "D"
"90366" 0.315 2010 0.000367 0.492 205800 0.979 0 "C" 0.953 -2.315 1 53 0.0888 130.005 "B"
"151012" 0.851 1996 0.00408 0.454 110733 0.945 0 "A" 0.208 -6.004 0 34 0.0926 156.259 "C"
"22226" 0.75 1937 0.994 0.546 116963 0.255 0.95 "Ab" 0.7 -13.638 1 0 0.0996 115.147 "D"
"67148" 0.785 1980 0.017 0.607 226600 0.799 0 "G" 0.0392 -6.115 1 34 0.0869 90.813 "C"
"30279" 0.968 1978 0.554 0.706 139610 0.661 0 "C" 0.0937 -9.2 1 43 0.0297 139.453 "B"
"149972" 0.867 1991 0.42 0.627 238093 0.597 0 "Eb" 0.0591 -11.822 1 33 0.0766 117.655 "C"
"65083" 0.319 1970 0.0363 0.497 234867 0.318 0.00763 "A" 0.0974 -18.182 1 35 0.0294 84.49 "C"
"162389" 0.708 1979 0.664 0.646 33267 0.469 4.28e-05 "B" 0.108 -15.193 0 28 0.787 123.344 "C"
"132559" 0.659 1978 0.00668 0.677 134213 0.741 0 "B" 0.0313 -8.33 0 22 0.328 183.301 "C"
"90554" 0.812 2011 0.543 0.727 216613 0.812 0 "Eb" 0.0796 -4.148 1 63 0.0405 128.811 "A"
"140615" 0.216 2019 0.993 0.463 201858 0.0249 0.928 "Ab" 0.127 -24.519 1 67 0.0394 144.599 "A"
"70663" 0.125 1998 0.65 0.343 263907 0.314 0.000164 "Ab" 0.109 -10.809 1 54 0.0302 77.779 "B"
"167722" 0.157 2006 0.811 0.37 301800 0.313 0 "F" 0.113 -10.357 0 44 0.0754 172.616 "B"
"126157" 0.267 1946 0.954 0.457 25000 0.112 0.0515 "A" 0.142 -16.255 1 0 0.0416 84.034 "D"
"15835" 0.797 2001 0.0223 0.624 193373 0.899 0.000155 "C" 0.0975 -5.71 1 64 0.0295 104.055 "A"
"109125" 0.901 1928 0.991 0.811 168120 0.184 0.00278 "F" 0.189 -11.763 0 0 0.092 115.183 "D"
"147365" 0.517 1978 0.145 0.526 216467 0.524 0.0173 "Bb" 0.101 -12.162 0 29 0.0409 132.967 "C"
"15735" 0.339 2000 0.342 0.569 304667 0.385 0 "Db" 0.0876 -9.919 0 55 0.0499 99.738 "B"
"154814" 0.29 2016 0.00123 0.705 225469 0.772 0.0218 "C" 0.0851 -7.193 1 0 0.0355 127.987 "D"
"114951" 0.57 1970 0.294 0.641 300800 0.397 0.000717 "G" 0.0496 -12.285 1 26 0.0454 81.962 "C"
"124727" 0.364 2019 0.029 0.927 144080 0.607 0 "E" 0.104 -5.372 0 62 0.19 101.999 "A"
"109432" 0.529 1940 0.978 0.379 201107 0.199 1.39e-05 "A" 0.185 -9.843 1 0 0.0489 162.485 "D"
"38465" 0.124 2020 0.0104 0.735 101353 0.662 0 "Db" 0.153 -7.862 1 77 0.05 87.999 "A"
"84828" 0.568 1982 0.291 0.68 294227 0.694 4.38e-06 "C" 0.12 -10.508 1 39 0.0558 79.963 "C"
"61061" 0.375 1950 0.96 0.426 553533 0.181 0.132 "G" 0.106 -15.668 1 0 0.0432 123.162 "D"
"17607" 0.434 2010 0.0151 0.637 220733 0.843 0 "F" 0.0876 -5.413 1 81 0.0432 109.012 "A"
"36109" 0.847 2007 0.351 0.904 244013 0.728 0.000137 "Bb" 0.146 -4.773 0 54 0.275 90.458 "B"
"59516" 0.177 1941 0.945 0.22 181133 0.253 0.0442 "Eb" 0.604 -16.97 1 0 0.0412 95.696 "D"
"145575" 0.832 1969 0.185 0.761 144422 0.753 0.196 "A" 0.0817 -8.03 1 24 0.081 120 "C"
"129929" 0.734 1965 0.984 0.631 179537 0.168 0 "F" 0.0621 -15.199 1 19 0.0572 77.738 "D"
"166549" 0.326 2000 0.0879 0.504 230400 0.535 0 "B" 0.239 -6.183 1 55 0.0276 137.019 "B"
"94903" 0.728 1951 0.993 0.632 92240 0.299 0.0876 "Eb" 0.114 -14.156 1 0 0.0987 128.979 "D"
"66279" 0.909 1976 0.0384 0.591 200573 0.633 0.000203 "D" 0.144 -14.03 1 34 0.033 145.743 "C"
"39212" 0.716 1929 0.0614 0.731 167086 0.18 0 "A" 0.127 -19.498 1 0 0.909 87.284 "D"
"21965" 0.632 1936 0.817 0.663 183840 0.264 1.31e-05 "Bb" 0.337 -12.514 0 7 0.04 110.927 "D"
"80512" 0.602 1960 0.624 0.587 180853 0.276 2.81e-05 "G" 0.334 -10.802 1 12 0.0369 109.074 "D"
"18608" 0.337 2015 0.0678 0.588 260173 0.521 0.149 "Bb" 0.123 -9.461 1 86 0.0329 85.012 "A"
"99320" 0.135 1973 0.493 0.286 1397160 0.239 0.755 "E" 0.0921 -16.94 0 41 0.0327 82.803 "B"
"2700" 0.28 1935 0.973 0.513 175067 0.0181 0.000382 "A" 0.169 -23.775 0 10 0.0351 118.512 "D"
"121829" 0.9 2005 0.773 0.534 216587 0.502 0 "G" 0.122 -9.063 1 43 0.0357 172.724 "B"
"135537" 0.0535 1993 0.858 0.113 149840 0.271 0.723 "G" 0.237 -15.213 1 34 0.0369 92.81 "C"
"97946" 0.735 1966 0.694 0.508 143013 0.907 0.00165 "Bb" 0.0764 -5.162 1 23 0.0555 103.197 "C"
"42813" 0.786 1948 0.994 0.474 211129 0.243 0.0481 "F" 0.165 -10.854 0 0 0.0817 67.291 "D"
"162747" 0.647 1981 0.131 0.339 250040 0.828 0.00125 "Ab" 0.536 -8.994 0 21 0.0787 145.936 "C"
"61108" 0.931 1950 0.95 0.593 163318 0.355 0.944 "F" 0.187 -17.123 1 0 0.0414 118.577 "D"
"130728" 0.267 1969 0.439 0.37 171840 0.358 0.863 "A" 0.607 -14.4 1 22 0.0406 95.199 "C"
"141218" 0.359 1940 0.539 0.656 96400 0.173 0 "B" 0.449 -18.662 0 0 0.962 154.545 "D"
"89592" 0.741 2007 0.0178 0.547 410907 0.911 4.98e-05 "Db" 0.0884 -4.861 1 48 0.0715 165.706 "B"
"10727" 0.855 1975 0.297 0.476 253867 0.666 0.103 "A" 0.0316 -9.309 1 54 0.0346 182.107 "B"
"111786" 0.138 1954 0.981 0.446 197000 0.164 0.0425 "C" 0.496 -18.817 1 0 0.0608 87.063 "D"
"139687" 0.922 2014 0.0628 0.715 226478 0.93 0.00356 "Ab" 0.13 -3.637 1 47 0.0499 120.029 "B"
"155127" 0.287 2018 0.00151 0.753 196333 0.616 7.1e-06 "D" 0.291 -7.34 1 59 0.165 156.83 "B"
"140646" 0.136 2019 0.0536 0.938 169195 0.306 0 "E" 0.0889 -12.088 0 60 0.228 104.976 "B"
"79293" 0.17 1954 0.968 0.217 278680 0.28 0.898 "Bb" 0.305 -12.379 1 4 0.0346 78.32 "D"
"38717" 0.271 1926 0.371 0.759 122398 0.134 1.08e-06 "Eb" 0.163 -22.54 0 1 0.942 53.295 "D"
"111146" 0.787 1951 0.969 0.503 180637 0.318 2.74e-05 "G" 0.233 -10.375 1 0 0.055 170.178 "D"
"155435" 0.335 2020 0.0342 0.712 129142 0.624 4.91e-05 "A" 0.0919 -6.911 1 67 0.067 77.471 "A"
"132984" 0.569 1981 0.189 0.496 309707 0.695 9.92e-05 "F" 0.271 -11.646 1 25 0.0592 148.098 "C"
"19862" 0.386 1925 0.994 0.58 181440 0.172 0.00618 "G" 0.123 -18.489 0 0 0.0688 125.097 "D"
"132167" 0.893 1977 0.0317 0.893 333093 0.79 0.0326 "C" 0.0328 -7.925 1 26 0.0693 115.455 "C"
"6181" 0.203 1952 0.954 0.475 185960 0.021 0.00301 "F" 0.118 -25.163 1 14 0.0408 79.019 "D"
"56549" 0.265 2016 0.0548 0.607 196364 0.522 0 "F" 0.0909 -10.028 0 63 0.0701 109.961 "A"
"14422" 0.49 1994 0.000273 0.215 194853 0.927 0.00661 "A" 0.126 -7.327 1 72 0.0452 170.814 "A"
"12013" 0.915 1982 0.0491 0.779 258040 0.867 7.98e-06 "Eb" 0.197 -3.704 0 79 0.0457 138.858 "A"
"119794" 0.37 1994 0.00173 0.434 366147 0.907 0.00803 "Ab" 0.518 -6.225 0 36 0.0524 94.41 "C"
"149816" 0.369 1990 0.0084 0.468 162058 0.675 0 "A" 0.0753 -7.475 1 34 0.051 80.089 "C"
"100152" 0.963 1977 0.634 0.825 158160 0.492 0.00013 "F" 0.0611 -12.063 0 26 0.088 125.673 "C"
"123422" 0.152 2013 0.435 0.49 291296 0.404 0.00567 "C" 0.0779 -12.529 1 51 0.0305 143.938 "B"
"18336" 0.811 2013 0.0321 0.725 185062 0.601 0 "Db" 0.0504 -9.03 1 65 0.377 155.918 "A"
"10031" 0.948 1972 0.0333 0.759 228327 0.586 0.00312 "B" 0.0743 -13.461 0 66 0.056 154.624 "A"
"163426" 0.723 1984 0.0792 0.586 256000 0.51 2.17e-06 "Bb" 0.0969 -13.541 1 42 0.0284 123.481 "B"
"146618" 0.211 1974 0.447 0.293 220000 0.341 0.607 "A" 0.106 -12.299 1 20 0.0295 165.425 "D"
"34187" 0.787 1998 0.0178 0.638 228093 0.677 1.17e-05 "E" 0.117 -8.867 0 51 0.04 102.591 "B"
"106804" 0.243 2010 0.0632 0.547 299600 0.794 4.88e-05 "Db" 0.196 -3.28 1 47 0.0596 142.138 "B"
"97320" 0.221 1963 0.789 0.385 263827 0.184 0.739 "D" 0.669 -21.594 0 22 0.0346 92.58 "C"
"158434" 0.206 1959 0.893 0.173 177680 0.162 3.11e-06 "C" 0.151 -12.576 1 11 0.0357 177.331 "D"
"113223" 0.703 1961 0.339 0.539 151413 0.588 0 "Ab" 0.34 -9.901 1 14 0.0537 115.581 "D"
"110144" 0.367 1946 0.951 0.314 550160 0.115 0.922 "D" 0.24 -19.004 1 0 0.0419 82.902 "D"
"140831" 0.381 2020 0.184 0.67 189827 0.847 0 "Bb" 0.304 -4.85 1 70 0.409 137.22 "A"
"81466" 0.133 1965 0.849 0.205 191293 0.185 0.837 "D" 0.293 -15.58 1 22 0.0309 99.967 "C"
"91998" 0.532 2019 0.754 0.411 170393 0.523 0 "A" 0.137 -7.063 1 66 0.259 81.793 "A"
"54960" 0.307 2008 0.0124 0.569 250453 0.716 0 "Db" 0.0727 -4.871 1 51 0.0297 111.946 "B"
"144627" 0.825 1964 0.726 0.681 124000 0.501 0 "Ab" 0.219 -9.148 1 15 0.037 130.014 "D"
"49944" 0.265 1983 0.966 0.258 170333 0.0617 0.698 "G" 0.309 -25.764 1 42 0.0399 95.284 "B"
"4615" 0.895 1945 0.708 0.558 160867 0.408 0 "Bb" 0.272 -11.811 1 52 0.067 169.293 "B"
"86771" 0.953 1993 0.405 0.801 232516 0.521 9.5e-06 "G" 0.148 -14.968 0 41 0.0536 126.103 "B"
"1062" 0.787 1927 0.995 0.652 135867 0.123 0.0105 "B" 0.109 -20.222 0 0 0.124 129.202 "D"
"72263" 0.394 2006 0.000293 0.371 268627 0.914 8.75e-05 "B" 0.0852 -4.917 0 48 0.081 134.982 "B"
"54160" 0.8 2004 0.00104 0.813 257213 0.547 0.00335 "D" 0.0914 -5.936 1 56 0.0344 119.998 "B"
"168745" 0.633 2011 0.00645 0.648 177250 0.859 0.0282 "G" 0.135 -4.974 1 43 0.111 128.03 "B"
"80661" 0.542 1961 0.686 0.557 167560 0.578 0 "G" 0.143 -9.322 1 13 0.152 73.81 "D"
"100794" 0.825 1980 0.0252 0.922 389352 0.383 0.0197 "D" 0.0866 -12.859 1 25 0.255 116.345 "C"
"132797" 0.881 1980 0.656 0.67 278160 0.582 0.882 "G" 0.0608 -7.955 0 29 0.0463 91.31 "C"
"35855" 0.628 2006 0.00428 0.451 225880 0.973 7.36e-06 "Ab" 0.0924 -2.611 1 59 0.0514 151.885 "B"
"104316" 0.867 1998 0.375 0.853 204893 0.64 0.000977 "E" 0.265 -7.706 1 38 0.0332 125.455 "C"
"168439" 0.902 2009 0.71 0.503 312427 0.668 4.54e-05 "G" 0.111 -6.995 1 52 0.046 174.695 "B"
"133400" 0.93 1983 0.0762 0.665 148227 0.758 0 "D" 0.438 -9.82 1 26 0.124 99.08 "C"
"56202" 0.772 2015 0.707 0.635 218307 0.3 0.829 "D" 0.574 -13.957 0 66 0.0285 91.452 "A"
"2325" 0.799 1933 0.903 0.696 192240 0.248 0.001 "Db" 0.114 -12.103 1 15 0.0437 105.631 "D"
"143750" 0.215 1958 0.433 0.304 178107 0.275 0.00111 "Bb" 0.144 -12.443 0 7 0.0335 93.375 "D"
"77629" 0.936 1946 0.812 0.797 163577 0.402 0.00455 "Eb" 0.167 -11.376 1 0 0.084 138.794 "D"
"159888" 0.866 1966 0.371 0.543 152493 0.442 0 "E" 0.169 -11.188 0 23 0.0301 105.141 "C"
"19292" 0.552 2018 0.0605 0.698 232187 0.633 0.000194 "Ab" 0.0926 -4.946 1 79 0.0597 96.924 "A"
"61435" 0.0395 1951 0.973 0.34 347827 0.177 6.43e-05 "B" 0.116 -18.492 1 0 0.053 101.937 "D"
"64648" 0.904 1968 0.259 0.844 160080 0.662 0.00196 "C" 0.0619 -6.115 0 33 0.0804 127.539 "C"
"47698" 0.462 1972 0.59 0.536 189227 0.555 0 "A" 0.146 -4.039 1 41 0.0274 89.522 "B"
"162574" 0.811 1980 0.00215 0.466 328609 0.821 0.101 "Gb" 0.105 -7.584 0 27 0.0332 144.045 "C"
"166128" 0.0661 1998 0.968 0.211 112267 0.0166 0.912 "F" 0.0907 -31.533 1 39 0.0413 63.128 "C"
"94206" 0.632 1947 0.748 0.33 161518 0.559 0.324 "Bb" 0.341 -6.355 1 1 0.0352 119.798 "D"
"118094" 0.311 1986 0.951 0.338 314000 0.0931 0.833 "F" 0.1 -21.08 1 26 0.0398 83.377 "C"
"106254" 0.452 2007 0.133 0.874 230440 0.732 0 "Db" 0.0863 -3.73 0 43 0.252 155.098 "B"
"161357" 0.503 1974 0.218 0.396 99960 0.332 7.76e-06 "C" 0.383 -12.566 1 19 0.0573 79.352 "D"
"162031" 0.55 1977 0.00045 0.273 118120 0.979 0.000284 "E" 0.162 -4.314 1 26 0.298 192.656 "C"
"135987" 0.625 1996 0.319 0.505 252733 0.444 0.000133 "Db" 0.147 -12.672 0 34 0.0279 157.899 "C"
"119339" 0.526 1992 0.0109 0.564 295957 0.888 6.68e-05 "F" 0.177 -6.763 1 38 0.0325 91.989 "C"
"13354" 0.465 1988 0.256 0.494 249093 0.805 0 "E" 0.356 -7.087 1 57 0.0422 119.026 "B"
"92218" 0.594 2020 0.244 0.73 198720 0.769 2.06e-05 "D" 0.136 -4.936 1 0 0.178 181.988 "D"
"78800" 0.923 1952 0.874 0.526 149400 0.26 0.00139 "A" 0.0855 -11.766 1 0 0.0344 189.918 "D"
"30461" 0.281 1979 0.00707 0.311 160867 0.867 2.14e-05 "A" 0.343 -6.43 1 39 0.19 192.622 "C"
"68667" 0.707 1988 0.0807 0.834 226080 0.918 0 "Gb" 0.372 -4.724 1 39 0.358 98.122 "C"
"117568" 0.683 1983 0.0442 0.544 226053 0.835 5.99e-05 "Db" 0.122 -8.287 0 33 0.0647 128.864 "C"
"80006" 0.892 1958 0.687 0.737 172107 0.458 0.599 "Gb" 0.101 -14.2 1 12 0.127 133.462 "D"
"32311" 0.605 1988 0.713 0.587 368600 0.662 2.98e-05 "Ab" 0.0662 -9.706 0 42 0.0308 135.862 "B"
"56226" 0.565 2015 0.00424 0.707 249286 0.88 0.0379 "E" 0.0534 -3.211 0 70 0.0317 105.003 "A"
"67629" 0.774 1982 0.00287 0.546 319000 0.903 0.34 "G" 0.0712 -4.561 1 35 0.0364 130.705 "C"
